dataset_name,sequence_name,Thresold_ML_Voters,Thresold_Human_Voters,TP,TN,FP,FN,SUM,Precision,Accuracy,Prevalence,Sensitivity-Recall,Specificity,F1 Score,Informedness,Markedness,Diagnostic Odds Ratio,Phi Coefficient,Fowlkes-Mallows Index,Negative Predictive Value,Miss Rate,Fall-out,False Discovery Rate,False Omission Rate,Positive Likelihood Ratio,Negative Likelihood Ratio,Prevalence Threshold,Threat Score
94_g_We,func,1,5,0,100,5,0,105,0,0.952380952,0,,0.952380952,0,,0,,0,,1,,0.047619048,1,0,,,0.047619048,0
94_g_We,func,2,5,0,102,3,0,105,0,0.971428571,0,,0.971428571,0,,0,,0,,1,,0.028571429,1,0,,,0.028571429,0
94_g_We,func,3,5,0,102,3,0,105,0,0.971428571,0,,0.971428571,0,,0,,0,,1,,0.028571429,1,0,,,0.028571429,0
94_g_We,func,4,5,0,102,3,0,105,0,0.971428571,0,,0.971428571,0,,0,,0,,1,,0.028571429,1,0,,,0.028571429,0
94_g_We,func,5,5,0,103,2,0,105,0,0.980952381,0,,0.980952381,0,,0,,0,,1,,0.019047619,1,0,,,0.019047619,0
7_m_Lo,anat,1,4,0,108,2,0,110,0,0.981818182,0,,0.981818182,0,,0,,0,,1,,0.018181818,1,0,,,0.018181818,0
7_m_Lo,anat,1,5,0,108,2,0,110,0,0.981818182,0,,0.981818182,0,,0,,0,,1,,0.018181818,1,0,,,0.018181818,0
7_m_Lo,anat,2,4,0,108,2,0,110,0,0.981818182,0,,0.981818182,0,,0,,0,,1,,0.018181818,1,0,,,0.018181818,0
7_m_Lo,anat,2,5,0,108,2,0,110,0,0.981818182,0,,0.981818182,0,,0,,0,,1,,0.018181818,1,0,,,0.018181818,0
7_m_Mi,anat,1,5,0,66,10,0,76,0,0.868421053,0,,0.868421053,0,,0,,0,,1,,0.131578947,1,0,,,0.131578947,0
7_m_Mi,anat,2,5,0,73,3,0,76,0,0.960526316,0,,0.960526316,0,,0,,0,,1,,0.039473684,1,0,,,0.039473684,0
7_m_Mi,anat,3,5,0,73,3,0,76,0,0.960526316,0,,0.960526316,0,,0,,0,,1,,0.039473684,1,0,,,0.039473684,0
7_m_Mi,anat,4,5,0,74,2,0,76,0,0.973684211,0,,0.973684211,0,,0,,0,,1,,0.026315789,1,0,,,0.026315789,0
7_m_Mi,anat,5,5,0,74,2,0,76,0,0.973684211,0,,0.973684211,0,,0,,0,,1,,0.026315789,1,0,,,0.026315789,0
7_m_Se,anat,1,4,0,90,10,0,100,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
7_m_Se,anat,1,5,0,90,10,0,100,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
7_m_Se,anat,2,4,0,96,4,0,100,0,0.96,0,,0.96,0,,0,,0,,1,,0.04,1,0,,,0.04,0
7_m_Se,anat,2,5,0,96,4,0,100,0,0.96,0,,0.96,0,,0,,0,,1,,0.04,1,0,,,0.04,0
7_m_Se,anat,3,4,0,97,3,0,100,0,0.97,0,,0.97,0,,0,,0,,1,,0.03,1,0,,,0.03,0
7_m_Se,anat,3,5,0,97,3,0,100,0,0.97,0,,0.97,0,,0,,0,,1,,0.03,1,0,,,0.03,0
7_m_St,anat,1,5,0,16,3,0,19,0,0.842105263,0,,0.842105263,0,,0,,0,,1,,0.157894737,1,0,,,0.157894737,0
7_m_St,anat,2,5,0,18,1,0,19,0,0.947368421,0,,0.947368421,0,,0,,0,,1,,0.052631579,1,0,,,0.052631579,0
7_m_St,anat,3,5,0,18,1,0,19,0,0.947368421,0,,0.947368421,0,,0,,0,,1,,0.052631579,1,0,,,0.052631579,0
7_rab_Mu,anat,1,4,0,20,4,0,24,0,0.833333333,0,,0.833333333,0,,0,,0,,1,,0.166666667,1,0,,,0.166666667,0
7_rab_Mu,anat,1,5,0,20,4,0,24,0,0.833333333,0,,0.833333333,0,,0,,0,,1,,0.166666667,1,0,,,0.166666667,0
7_rab_Mu,anat,2,4,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_rab_Mu,anat,2,5,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_rab_Mu,anat,3,4,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_rab_Mu,anat,3,5,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_r_Se,anat,1,5,0,107,18,0,125,0,0.856,0,,0.856,0,,0,,0,,1,,0.144,1,0,,,0.144,0
7_r_Se,anat,2,5,0,118,7,0,125,0,0.944,0,,0.944,0,,0,,0,,1,,0.056,1,0,,,0.056,0
7_r_Se,anat,3,5,0,124,1,0,125,0,0.992,0,,0.992,0,,0,,0,,1,,0.008,1,0,,,0.008,0
7_r_Se,anat,4,5,0,124,1,0,125,0,0.992,0,,0.992,0,,0,,0,,1,,0.008,1,0,,,0.008,0
7_r_So,anat,1,4,0,21,4,0,25,0,0.84,0,,0.84,0,,0,,0,,1,,0.16,1,0,,,0.16,0
7_r_So,anat,1,5,0,21,4,0,25,0,0.84,0,,0.84,0,,0,,0,,1,,0.16,1,0,,,0.16,0
7_r_So,anat,2,4,0,23,2,0,25,0,0.92,0,,0.92,0,,0,,0,,1,,0.08,1,0,,,0.08,0
7_r_So,anat,2,5,0,23,2,0,25,0,0.92,0,,0.92,0,,0,,0,,1,,0.08,1,0,,,0.08,0
94c_m_As,anat,1,4,0,13,3,0,16,0,0.8125,0,,0.8125,0,,0,,0,,1,,0.1875,1,0,,,0.1875,0
94c_m_As,anat,1,5,0,13,3,0,16,0,0.8125,0,,0.8125,0,,0,,0,,1,,0.1875,1,0,,,0.1875,0
94c_m_As,anat,2,4,0,14,2,0,16,0,0.875,0,,0.875,0,,0,,0,,1,,0.125,1,0,,,0.125,0
94c_m_As,anat,2,5,0,14,2,0,16,0,0.875,0,,0.875,0,,0,,0,,1,,0.125,1,0,,,0.125,0
117c_m_Ri,anat,1,3,0,65,7,0,72,0,0.902777778,0,,0.902777778,0,,0,,0,,1,,0.097222222,1,0,,,0.097222222,0
117c_m_Ri,anat,2,3,0,69,3,0,72,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
117c_m_Ri,anat,3,3,0,70,2,0,72,0,0.972222222,0,,0.972222222,0,,0,,0,,1,,0.027777778,1,0,,,0.027777778,0
7_rab_Mu,diff,4,5,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_r_Se,diff,1,4,0,173,36,0,209,0,0.827751196,0,,0.827751196,0,,0,,0,,1,,0.172248804,1,0,,,0.172248804,0
7_r_Se,diff,1,5,0,173,36,0,209,0,0.827751196,0,,0.827751196,0,,0,,0,,1,,0.172248804,1,0,,,0.172248804,0
7_r_Se,diff,2,4,0,206,3,0,209,0,0.985645933,0,,0.985645933,0,,0,,0,,1,,0.014354067,1,0,,,0.014354067,0
7_r_Se,diff,2,5,0,206,3,0,209,0,0.985645933,0,,0.985645933,0,,0,,0,,1,,0.014354067,1,0,,,0.014354067,0
7_r_Se,diff,3,4,0,207,2,0,209,0,0.990430622,0,,0.990430622,0,,0,,0,,1,,0.009569378,1,0,,,0.009569378,0
7_r_Se,diff,3,5,0,207,2,0,209,0,0.990430622,0,,0.990430622,0,,0,,0,,1,,0.009569378,1,0,,,0.009569378,0
94c_m_As,diff,1,4,0,12,4,0,16,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
94c_m_As,diff,1,5,0,12,4,0,16,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
94c_m_As,diff,2,4,0,15,1,0,16,0,0.9375,0,,0.9375,0,,0,,0,,1,,0.0625,1,0,,,0.0625,0
94c_m_As,diff,2,5,0,15,1,0,16,0,0.9375,0,,0.9375,0,,0,,0,,1,,0.0625,1,0,,,0.0625,0
94c_m_As,diff,3,4,0,15,1,0,16,0,0.9375,0,,0.9375,0,,0,,0,,1,,0.0625,1,0,,,0.0625,0
94c_m_As,diff,3,5,0,15,1,0,16,0,0.9375,0,,0.9375,0,,0,,0,,1,,0.0625,1,0,,,0.0625,0
117_m_Vr,anat,1,3,0,16,3,0,19,0,0.842105263,0,,0.842105263,0,,0,,0,,1,,0.157894737,1,0,,,0.157894737,0
94_g_We,anat,1,4,0,53,7,0,60,0,0.883333333,0,,0.883333333,0,,0,,0,,1,,0.116666667,1,0,,,0.116666667,0
94_g_We,anat,1,5,0,53,7,0,60,0,0.883333333,0,,0.883333333,0,,0,,0,,1,,0.116666667,1,0,,,0.116666667,0
117_m_Vr,anat,2,3,0,18,1,0,19,0,0.947368421,0,,0.947368421,0,,0,,0,,1,,0.052631579,1,0,,,0.052631579,0
94_g_We,anat,2,4,0,57,3,0,60,0,0.95,0,,0.95,0,,0,,0,,1,,0.05,1,0,,,0.05,0
94_g_We,anat,2,5,0,57,3,0,60,0,0.95,0,,0.95,0,,0,,0,,1,,0.05,1,0,,,0.05,0
94_m_As,anat,1,2,0,10,5,0,15,0,0.666666667,0,,0.666666667,0,,0,,0,,1,,0.333333333,1,0,,,0.333333333,0
7_m_Bo,anat,1,3,0,18,5,0,23,0,0.782608696,0,,0.782608696,0,,0,,0,,1,,0.217391304,1,0,,,0.217391304,0
94_m_As,anat,1,4,0,10,5,0,15,0,0.666666667,0,,0.666666667,0,,0,,0,,1,,0.333333333,1,0,,,0.333333333,0
94_m_As,anat,1,5,0,10,5,0,15,0,0.666666667,0,,0.666666667,0,,0,,0,,1,,0.333333333,1,0,,,0.333333333,0
94_m_As,anat,2,2,0,14,1,0,15,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
7_m_Bo,anat,2,3,0,22,1,0,23,0,0.956521739,0,,0.956521739,0,,0,,0,,1,,0.043478261,1,0,,,0.043478261,0
94_m_As,anat,2,4,0,14,1,0,15,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
94_m_As,anat,2,5,0,14,1,0,15,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
94_m_As,anat,3,2,0,14,1,0,15,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
7_m_Ca,anat,1,3,0,15,5,0,20,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
94_m_As,anat,3,4,0,14,1,0,15,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
94_m_As,anat,3,5,0,14,1,0,15,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
7_m_Se,anat,1,3,0,90,10,0,100,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
94_m_Rei,anat,1,4,0,7,3,0,10,0,0.7,0,,0.7,0,,0,,0,,1,,0.3,1,0,,,0.3,0
94_m_Rei,anat,1,5,0,7,3,0,10,0,0.7,0,,0.7,0,,0,,0,,1,,0.3,1,0,,,0.3,0
7_m_Se,anat,2,3,0,96,4,0,100,0,0.96,0,,0.96,0,,0,,0,,1,,0.04,1,0,,,0.04,0
94_m_Rei,anat,2,4,0,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
94_m_As,diff,1,5,0,10,4,0,14,0,0.714285714,0,,0.714285714,0,,0,,0,,1,,0.285714286,1,0,,,0.285714286,0
94_m_As,diff,2,5,0,12,2,0,14,0,0.857142857,0,,0.857142857,0,,0,,0,,1,,0.142857143,1,0,,,0.142857143,0
94_m_Va,diff,1,5,0,171,26,0,197,0,0.868020305,0,,0.868020305,0,,0,,0,,1,,0.131979695,1,0,,,0.131979695,0
94_m_Va,diff,2,5,0,191,6,0,197,0,0.969543147,0,,0.969543147,0,,0,,0,,1,,0.030456853,1,0,,,0.030456853,0
94_m_Va,diff,3,5,0,196,1,0,197,0,0.994923858,0,,0.994923858,0,,0,,0,,1,,0.005076142,1,0,,,0.005076142,0
94_m_We,anat,3,3,0,7,3,0,10,0,0.7,0,,0.7,0,,0,,0,,1,,0.3,1,0,,,0.3,0
94_m_We,anat,5,3,0,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
94_m_As,func,1,5,0,12,3,0,15,0,0.8,0,,0.8,0,,0,,0,,1,,0.2,1,0,,,0.2,0
94_m_As,func,2,5,0,14,1,0,15,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
94_m_As,func,3,5,0,14,1,0,15,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
94_m_We,anat,2,4,0,7,3,0,10,0,0.7,0,,0.7,0,,0,,0,,1,,0.3,1,0,,,0.3,0
94_m_We,anat,3,4,0,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
94_m_We,anat,1,1,8,7,3,0,10,0,0.7,0,,0.7,0,,0,,0,,1,,0.3,1,0,,,0.3,0
94_m_We,anat,2,1,5,7,3,0,10,0,0.7,0,,0.7,0,,0,,0,,1,,0.3,1,0,,,0.3,0
94_m_We,anat,1,2,3,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
94_m_We,anat,3,1,1,235,28,0,263,0,0.893536122,0,,0.893536122,0,,0,,0,,1,,0.106463878,1,0,,,0.106463878,0
94_m_We,anat,4,3,0,253,10,0,263,0,0.961977186,0,,0.961977186,0,,0,,0,,1,,0.038022814,1,0,,,0.038022814,0
94_m_We,anat,1,4,0,255,8,0,263,0,0.969581749,0,,0.969581749,0,,0,,0,,1,,0.030418251,1,0,,,0.030418251,0
94_m_We,anat,3,2,0,257,6,0,263,0,0.977186312,0,,0.977186312,0,,0,,0,,1,,0.022813688,1,0,,,0.022813688,0
94_m_We,anat,4,1,0,261,2,0,263,0,0.992395437,0,,0.992395437,0,,0,,0,,1,,0.007604563,1,0,,,0.007604563,0
94_m_Rei,anat,2,5,0,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
7_m_Se,anat,3,3,0,97,3,0,100,0,0.97,0,,0.97,0,,0,,0,,1,,0.03,1,0,,,0.03,0
94_m_Va,anat,1,5,0,54,8,0,62,0,0.870967742,0,,0.870967742,0,,0,,0,,1,,0.129032258,1,0,,,0.129032258,0
7_rab_Mu,anat,1,3,0,20,4,0,24,0,0.833333333,0,,0.833333333,0,,0,,0,,1,,0.166666667,1,0,,,0.166666667,0
94_m_Va,anat,2,5,0,59,3,0,62,0,0.951612903,0,,0.951612903,0,,0,,0,,1,,0.048387097,1,0,,,0.048387097,0
7_rab_Mu,anat,2,3,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
94_m_Va,anat,3,5,0,60,2,0,62,0,0.967741935,0,,0.967741935,0,,0,,0,,1,,0.032258065,1,0,,,0.032258065,0
7_rab_Mu,anat,3,3,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_r_So,anat,1,3,0,21,4,0,25,0,0.84,0,,0.84,0,,0,,0,,1,,0.16,1,0,,,0.16,0
94_m_We,anat,4,2,0,155,16,0,171,0,0.906432749,0,,0.906432749,0,,0,,0,,1,,0.093567251,1,0,,,0.093567251,0
94_m_We,anat,4,4,0,162,9,0,171,0,0.947368421,0,,0.947368421,0,,0,,0,,1,,0.052631579,1,0,,,0.052631579,0
7_r_So,anat,2,3,0,23,2,0,25,0,0.92,0,,0.92,0,,0,,0,,1,,0.08,1,0,,,0.08,0
94_m_We,anat,5,1,0,167,4,0,171,0,0.976608187,0,,0.976608187,0,,0,,0,,1,,0.023391813,1,0,,,0.023391813,0
94_g_We,anat,1,3,0,53,7,0,60,0,0.883333333,0,,0.883333333,0,,0,,0,,1,,0.116666667,1,0,,,0.116666667,0
94_g_We,anat,2,3,0,57,3,0,60,0,0.95,0,,0.95,0,,0,,0,,1,,0.05,1,0,,,0.05,0
94_m_As,anat,1,3,0,10,5,0,15,0,0.666666667,0,,0.666666667,0,,0,,0,,1,,0.333333333,1,0,,,0.333333333,0
94_r_Fr,anat,1,4,0,639,82,0,721,0,0.886269071,0,,0.886269071,0,,0,,0,,1,,0.113730929,1,0,,,0.113730929,0
94_r_Fr,anat,1,5,0,639,82,0,721,0,0.886269071,0,,0.886269071,0,,0,,0,,1,,0.113730929,1,0,,,0.113730929,0
94_m_As,anat,2,3,0,14,1,0,15,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
94_r_Fr,anat,2,4,0,694,27,0,721,0,0.962552011,0,,0.962552011,0,,0,,0,,1,,0.037447989,1,0,,,0.037447989,0
94_r_Fr,anat,2,5,0,694,27,0,721,0,0.962552011,0,,0.962552011,0,,0,,0,,1,,0.037447989,1,0,,,0.037447989,0
94_m_As,anat,3,3,0,14,1,0,15,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
94_r_Fr,anat,3,4,0,705,16,0,721,0,0.977808599,0,,0.977808599,0,,0,,0,,1,,0.022191401,1,0,,,0.022191401,0
94_r_Fr,anat,3,5,0,705,16,0,721,0,0.977808599,0,,0.977808599,0,,0,,0,,1,,0.022191401,1,0,,,0.022191401,0
94_m_Rei,anat,1,3,0,7,3,0,10,0,0.7,0,,0.7,0,,0,,0,,1,,0.3,1,0,,,0.3,0
94_m_We,anat,5,2,0,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
94_m_We,anat,5,4,0,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
94_m_We,anat,1,5,0,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
94_m_We,anat,2,5,0,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
94_m_We,anat,3,5,0,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
94_r_Fr,diff,1,3,0,184,26,0,210,0,0.876190476,0,,0.876190476,0,,0,,0,,1,,0.123809524,1,0,,,0.123809524,0
94_r_Fr,diff,1,4,0,184,26,0,210,0,0.876190476,0,,0.876190476,0,,0,,0,,1,,0.123809524,1,0,,,0.123809524,0
94_r_Fr,diff,1,5,0,184,26,0,210,0,0.876190476,0,,0.876190476,0,,0,,0,,1,,0.123809524,1,0,,,0.123809524,0
94_r_Fr,diff,2,3,0,196,14,0,210,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
94_r_Fr,diff,2,4,0,196,14,0,210,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
94_r_Fr,diff,2,5,0,196,14,0,210,0,0.933333333,0,,0.933333333,0,,0,,0,,1,,0.066666667,1,0,,,0.066666667,0
94_r_Fr,diff,3,3,0,204,6,0,210,0,0.971428571,0,,0.971428571,0,,0,,0,,1,,0.028571429,1,0,,,0.028571429,0
94_r_Fr,diff,3,4,0,204,6,0,210,0,0.971428571,0,,0.971428571,0,,0,,0,,1,,0.028571429,1,0,,,0.028571429,0
94_r_Fr,diff,3,5,0,204,6,0,210,0,0.971428571,0,,0.971428571,0,,0,,0,,1,,0.028571429,1,0,,,0.028571429,0
94_r_Fr,diff,4,3,0,207,3,0,210,0,0.985714286,0,,0.985714286,0,,0,,0,,1,,0.014285714,1,0,,,0.014285714,0
94_r_Fr,anat,4,4,0,716,5,0,721,0,0.993065187,0,,0.993065187,0,,0,,0,,1,,0.006934813,1,0,,,0.006934813,0
94_r_Fr,anat,4,5,0,716,5,0,721,0,0.993065187,0,,0.993065187,0,,0,,0,,1,,0.006934813,1,0,,,0.006934813,0
94_m_Rei,anat,2,3,0,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
94_r_Fr,anat,5,4,0,720,1,0,721,0,0.998613037,0,,0.998613037,0,,0,,0,,1,,0.001386963,1,0,,,0.001386963,0
94_r_Fr,anat,5,5,0,720,1,0,721,0,0.998613037,0,,0.998613037,0,,0,,0,,1,,0.001386963,1,0,,,0.001386963,0
94_r_We,anat,1,2,0,93,10,0,103,0,0.902912621,0,,0.902912621,0,,0,,0,,1,,0.097087379,1,0,,,0.097087379,0
94_r_We,anat,1,3,0,93,10,0,103,0,0.902912621,0,,0.902912621,0,,0,,0,,1,,0.097087379,1,0,,,0.097087379,0
94_r_We,anat,1,4,0,93,10,0,103,0,0.902912621,0,,0.902912621,0,,0,,0,,1,,0.097087379,1,0,,,0.097087379,0
94_r_We,anat,1,5,0,93,10,0,103,0,0.902912621,0,,0.902912621,0,,0,,0,,1,,0.097087379,1,0,,,0.097087379,0
94_r_We,anat,2,2,0,98,5,0,103,0,0.951456311,0,,0.951456311,0,,0,,0,,1,,0.048543689,1,0,,,0.048543689,0
94_r_We,anat,2,3,0,98,5,0,103,0,0.951456311,0,,0.951456311,0,,0,,0,,1,,0.048543689,1,0,,,0.048543689,0
94_r_We,anat,2,4,0,98,5,0,103,0,0.951456311,0,,0.951456311,0,,0,,0,,1,,0.048543689,1,0,,,0.048543689,0
94_r_We,anat,2,5,0,98,5,0,103,0,0.951456311,0,,0.951456311,0,,0,,0,,1,,0.048543689,1,0,,,0.048543689,0
94_r_We,anat,3,2,0,100,3,0,103,0,0.970873786,0,,0.970873786,0,,0,,0,,1,,0.029126214,1,0,,,0.029126214,0
94_r_We,anat,3,3,0,100,3,0,103,0,0.970873786,0,,0.970873786,0,,0,,0,,1,,0.029126214,1,0,,,0.029126214,0
94_r_We,anat,3,4,0,100,3,0,103,0,0.970873786,0,,0.970873786,0,,0,,0,,1,,0.029126214,1,0,,,0.029126214,0
94_r_We,anat,3,5,0,100,3,0,103,0,0.970873786,0,,0.970873786,0,,0,,0,,1,,0.029126214,1,0,,,0.029126214,0
94_r_We,anat,4,2,0,102,1,0,103,0,0.990291262,0,,0.990291262,0,,0,,0,,1,,0.009708738,1,0,,,0.009708738,0
94_r_We,anat,4,3,0,102,1,0,103,0,0.990291262,0,,0.990291262,0,,0,,0,,1,,0.009708738,1,0,,,0.009708738,0
94_r_We,anat,4,4,0,102,1,0,103,0,0.990291262,0,,0.990291262,0,,0,,0,,1,,0.009708738,1,0,,,0.009708738,0
94_r_We,anat,4,5,0,102,1,0,103,0,0.990291262,0,,0.990291262,0,,0,,0,,1,,0.009708738,1,0,,,0.009708738,0
94_r_We,anat,5,2,0,102,1,0,103,0,0.990291262,0,,0.990291262,0,,0,,0,,1,,0.009708738,1,0,,,0.009708738,0
94_r_We,anat,5,3,0,102,1,0,103,0,0.990291262,0,,0.990291262,0,,0,,0,,1,,0.009708738,1,0,,,0.009708738,0
94_r_We,anat,5,4,0,102,1,0,103,0,0.990291262,0,,0.990291262,0,,0,,0,,1,,0.009708738,1,0,,,0.009708738,0
94_r_We,anat,5,5,0,102,1,0,103,0,0.990291262,0,,0.990291262,0,,0,,0,,1,,0.009708738,1,0,,,0.009708738,0
94_r_Fr,diff,4,4,0,207,3,0,210,0,0.985714286,0,,0.985714286,0,,0,,0,,1,,0.014285714,1,0,,,0.014285714,0
94_r_Fr,diff,4,5,0,207,3,0,210,0,0.985714286,0,,0.985714286,0,,0,,0,,1,,0.014285714,1,0,,,0.014285714,0
94_r_Fr,diff,5,3,0,209,1,0,210,0,0.995238095,0,,0.995238095,0,,0,,0,,1,,0.004761905,1,0,,,0.004761905,0
94_r_Fr,diff,5,4,0,209,1,0,210,0,0.995238095,0,,0.995238095,0,,0,,0,,1,,0.004761905,1,0,,,0.004761905,0
94_r_Fr,diff,5,5,0,209,1,0,210,0,0.995238095,0,,0.995238095,0,,0,,0,,1,,0.004761905,1,0,,,0.004761905,0
94_r_We,diff,1,4,0,27,5,0,32,0,0.84375,0,,0.84375,0,,0,,0,,1,,0.15625,1,0,,,0.15625,0
94_r_We,diff,1,5,0,27,5,0,32,0,0.84375,0,,0.84375,0,,0,,0,,1,,0.15625,1,0,,,0.15625,0
94_r_We,diff,2,4,0,30,2,0,32,0,0.9375,0,,0.9375,0,,0,,0,,1,,0.0625,1,0,,,0.0625,0
94_r_We,diff,2,5,0,30,2,0,32,0,0.9375,0,,0.9375,0,,0,,0,,1,,0.0625,1,0,,,0.0625,0
94_r_We,diff,3,4,0,31,1,0,32,0,0.96875,0,,0.96875,0,,0,,0,,1,,0.03125,1,0,,,0.03125,0
94_r_We,diff,3,5,0,31,1,0,32,0,0.96875,0,,0.96875,0,,0,,0,,1,,0.03125,1,0,,,0.03125,0
94_r_We,func,1,3,0,83,10,0,93,0,0.892473118,0,,0.892473118,0,,0,,0,,1,,0.107526882,1,0,,,0.107526882,0
94_r_We,func,1,4,0,83,10,0,93,0,0.892473118,0,,0.892473118,0,,0,,0,,1,,0.107526882,1,0,,,0.107526882,0
94_r_We,func,1,5,0,83,10,0,93,0,0.892473118,0,,0.892473118,0,,0,,0,,1,,0.107526882,1,0,,,0.107526882,0
94_r_We,func,2,3,0,87,6,0,93,0,0.935483871,0,,0.935483871,0,,0,,0,,1,,0.064516129,1,0,,,0.064516129,0
94_r_We,func,2,4,0,87,6,0,93,0,0.935483871,0,,0.935483871,0,,0,,0,,1,,0.064516129,1,0,,,0.064516129,0
94_r_We,func,2,5,0,87,6,0,93,0,0.935483871,0,,0.935483871,0,,0,,0,,1,,0.064516129,1,0,,,0.064516129,0
94_r_We,func,3,3,0,90,3,0,93,0,0.967741935,0,,0.967741935,0,,0,,0,,1,,0.032258065,1,0,,,0.032258065,0
94_r_We,func,3,4,0,90,3,0,93,0,0.967741935,0,,0.967741935,0,,0,,0,,1,,0.032258065,1,0,,,0.032258065,0
94_r_We,func,3,5,0,90,3,0,93,0,0.967741935,0,,0.967741935,0,,0,,0,,1,,0.032258065,1,0,,,0.032258065,0
94_r_We,func,4,3,0,92,1,0,93,0,0.989247312,0,,0.989247312,0,,0,,0,,1,,0.010752688,1,0,,,0.010752688,0
94_r_We,func,4,4,0,92,1,0,93,0,0.989247312,0,,0.989247312,0,,0,,0,,1,,0.010752688,1,0,,,0.010752688,0
94_r_We,func,4,5,0,92,1,0,93,0,0.989247312,0,,0.989247312,0,,0,,0,,1,,0.010752688,1,0,,,0.010752688,0
94_r_We,func,5,3,0,92,1,0,93,0,0.989247312,0,,0.989247312,0,,0,,0,,1,,0.010752688,1,0,,,0.010752688,0
94_r_We,func,5,4,0,92,1,0,93,0,0.989247312,0,,0.989247312,0,,0,,0,,1,,0.010752688,1,0,,,0.010752688,0
94_r_We,func,5,5,0,92,1,0,93,0,0.989247312,0,,0.989247312,0,,0,,0,,1,,0.010752688,1,0,,,0.010752688,0
